genre,format_type,whitespace_percentage,page_area,whitespace_cm2
Theology,Large,25.72272395792206,620,159.4808885391168
Theology,Large,25.70174602301929,620,159.3508253427196
Theology,Large,29.20312939467518,620,181.0594022469861
Theology,Small,22.41804786265901,200,44.83609572531802
Theology,Large,24.176723302926415,620,149.89568447814378
Theology,Large,25.297264410726555,620,156.84303934650464
Theology,Large,21.995266533580697,620,136.37065250820032
Theology,Large,16.311110833250098,620,101.1288871661506
Theology,Large,23.50721568251195,620,145.7447372315741
Theology,Large,25.26254813397684,620,156.62779843065638
Theology,Large,27.12993771642819,620,168.20561384185478
Theology,Large,25.99757975225728,620,161.18499446399514
Theology,Large,24.71273635140947,620,153.2189653787387
Theology,Small,27.129219538774578,200,54.258439077549156
Theology,Large,23.27921854980127,620,144.3311550087679
Theology,Large,30.458967519284087,620,188.84559861956134
Theology,Large,21.734841702112057,620,134.75601855309475
Theology,Large,20.12097484580958,620,124.7500440440194
Theology,Small,26.726249525024407,200,53.45249905004882
Theology,Large,21.64104387523628,620,134.17447202646494
Theology,Large,14.354107730766778,620,88.99546793075402
Theology,Small,20.592553421304252,200,41.185106842608505
Theology,Large,25.756147484622527,620,159.68811440465967
Theology,Large,10.630903893806432,620,65.91160414159988
Theology,Large,21.273471937645475,620,131.89552601340193
Theology,Large,21.48900919278136,620,133.23185699524444
Theology,Large,19.663483668234974,620,121.91359874305684
Theology,Large,25.65640234382331,620,159.06969453170453
Theology,Large,26.622114832589965,620,165.05711196205777
Theology,Large,20.232728426446446,620,125.44291624396796
Theology,Large,22.31445424250275,620,138.34961630351705
Theology,Large,24.809578634299086,620,153.81938753265433
Theology,Large,26.921789576168962,620,166.91509537224758
Theology,Large,24.269076855562723,620,150.4682765044889
Theology,Large,21.241279483566252,620,131.69593279811076
Theology,Large,32.7677477748368,620,203.16003620398814
Theology,Large,21.876633740693887,620,135.63512919230212
Theology,Large,26.97662087552697,620,167.2550494282672
Theology,Large,27.26705775901954,620,169.05575810592117
Theology,Large,17.474265806167985,620,108.3404479982415
Theology,Large,26.36451793537403,620,163.460011199319
Theology,Large,24.60355096546538,620,152.54201598588537
Theology,Large,31.52434917005106,620,195.45096485431657
Theology,Large,22.651884795862273,620,140.4416857343461
Theology,Large,23.207027820219988,620,143.88357248536394
Theology,Large,20.70324949710331,620,128.3601468820405
Theology,Large,38.267780456171884,620,237.2602388282657
Theology,Large,21.354963895205508,620,132.40077615027414
Theology,Large,24.801452038249245,620,153.76900263714532
Theology,Large,27.088104632783025,620,167.94624872325477
Theology,Large,31.64239499759874,620,196.18284898511217
Theology,Large,34.145886145064814,620,211.70449409940184
Theology,Large,22.07983836475815,620,136.89499786150054
Theology,Large,30.5177453660625,620,189.2100212695875
Theology,Large,20.497199935030103,620,127.08263959718664
Theology,Large,21.195863010628187,620,131.41435066589477
Theology,Large,31.597466614847605,620,195.90429301205515
Theology,Large,30.759328838840265,620,190.70783880080964
Theology,Small,26.532530212796555,200,53.06506042559312
Theology,Large,25.128989570705357,620,155.7997353383732
Theology,Large,34.76464269003213,620,215.54078467819923
Theology,Small,26.885771494507047,200,53.7715429890141
Theology,Large,21.708791155991342,620,134.5945051671463
Theology,Small,30.328522351617906,200,60.657044703235805
Theology,Large,26.70666519382909,620,165.58132420174036
Theology,Large,31.38567071764243,620,194.59115844938304
Theology,Large,22.473390472899233,620,139.33502093197524
Theology,Large,31.512238049753275,620,195.3758759084703
Theology,Large,24.16661277169834,620,149.8329991845297
Theology,Large,22.956399699857737,620,142.329678139118
Theology,Large,33.794553913625734,620,209.52623426447957
Theology,Small,17.109592333792556,200,34.21918466758511
Theology,Large,28.503644303356463,620,176.72259468081006
Theology,Large,28.006232831380707,620,173.6386435545604
Theology,Small,27.519682683394358,200,55.039365366788715
Theology,Large,27.782178130825002,620,172.24950441111503
Theology,Large,23.427742256140853,620,145.2520019880733
Theology,Small,26.46817112436963,200,52.93634224873925
Theology,Large,30.464581425745752,620,188.88040483962365
Theology,Large,24.03038466114669,620,148.9883848991095
Theology,Large,26.006938221069817,620,161.24301697063285
Theology,Large,19.036288443524494,620,118.02498834985185
Theology,Large,14.779734654893597,620,91.63435486034031
Theology,Large,29.94583607378781,620,185.66418365748441
Theology,Large,24.24748628059802,620,150.33441493970773
Theology,Large,27.937598635389826,620,173.21311153941693
Theology,Large,26.405375962722353,620,163.7133309688786
Theology,Large,22.21260276724546,620,137.71813715692184
Theology,Large,28.6016353959507,620,177.33013945489435
Theology,Large,25.430645394738193,620,157.6700014473768
Theology,Large,23.00125855760277,620,142.60780305713718
Theology,Large,31.302532768453396,620,194.07570316441104
Theology,Large,24.36592427168577,620,151.06873048445178
Theology,Large,20.722422917514358,620,128.479022088589
Theology,Large,23.065216533837614,620,143.0043425097932
Theology,Large,29.69450547483229,620,184.1059339439602
Theology,Large,34.28352855698558,620,212.55787705331062
Theology,Large,25.89855624619791,620,160.57104872642702
Theology,Large,20.08680861634355,620,124.53821342133
Theology,Large,25.22866925015264,620,156.41774935094637
Theology,Small,32.428425256306326,200,64.85685051261265
Theology,Small,33.25128840443104,200,66.50257680886207
Theology,Small,23.10723039529963,200,46.21446079059926
Theology,Large,23.510192215262364,620,145.76319173462667
Theology,Large,28.366788187340614,620,175.8740867615118
Theology,Large,24.890728800241472,620,154.32251856149713
Theology,Large,14.785924850437235,620,91.67273407271085
Theology,Large,23.162884675965532,620,143.6098849909863
Theology,Large,28.13168892494592,620,174.4164713346647
Theology,Large,30.650662087467893,620,190.03410494230096
Theology,Small,29.56137785343999,200,59.12275570687998
Theology,Large,20.18365636678443,620,125.13866947406346
Theology,Large,31.7091524969168,620,196.59674548088415
Theology,Large,25.39994873782744,620,157.47968217453013
Theology,Small,18.27964013298967,200,36.55928026597934
Theology,Large,23.304656495154124,620,144.48887026995558
Theology,Large,18.247064795751285,620,113.13180173365798
Theology,Large,37.03371126827366,620,229.6090098632967
Theology,Large,18.994958803895422,620,117.76874458415162
Theology,Large,23.730032102408998,620,147.12619903493578
Theology,Large,23.225039002759463,620,143.99524181710868
Theology,Large,30.188359697194485,620,187.1678301226058
Theology,Large,22.923891313315615,620,142.1281261425568
Theology,Large,19.184478885187424,620,118.94376908816204
Theology,Large,23.009273505712727,620,142.6574957354189
Theology,Large,25.194929220641086,620,156.20856116797475
Theology,Large,33.8954897217456,620,210.1520362748227
Theology,Large,20.014619404587528,620,124.09064030844267
Theology,Large,25.503369760403384,620,158.12089251450098
Theology,Large,31.399409622617362,620,194.67633966022765
Theology,Small,18.578021659309318,200,37.156043318618636
Theology,Large,28.99020699650515,620,179.73928337833195
Theology,Large,23.94109297085385,620,148.43477641929385
Theology,Large,29.916873605603556,620,185.48461635474206
Theology,Large,27.561626760943536,620,170.88208591784993
Theology,Large,28.634220148166992,620,177.53216491863537
Theology,Large,26.24492632673539,620,162.71854322575942
Theology,Small,16.515445874038825,200,33.03089174807765
Theology,Large,15.894012623707106,620,98.54287826698405
Theology,Large,21.37207972961545,620,132.5068943236158
Theology,Large,26.995619922150073,620,167.37284351733044
Theology,Large,23.362002410973528,620,144.84441494803588
Theology,Large,36.971246550505924,620,229.22172861313675
Theology,Large,32.83338306707146,620,203.56697501584304
Theology,Large,23.986688128003053,620,148.71746639361893
Theology,Large,35.37513369088174,620,219.32582888346678
Theology,Large,33.62548958351398,620,208.4780354177867
Theology,Large,19.99241169420873,620,123.95295250409413
Theology,Large,23.748922939535518,620,147.2433222251202
Theology,Large,36.79786369708849,620,228.14675492194863
Theology,Large,27.257609277725024,620,168.99717752189517
Theology,Large,21.665166048063355,620,134.3240294979928
Theology,Large,28.59960709527948,620,177.3175639907328
Theology,Large,34.342826084582356,620,212.9255217244106
Theology,Small,33.97250698566251,200,67.94501397132503
Theology,Large,25.63178608562359,620,158.91707373086626
Theology,Large,26.516154956574738,620,164.4001607307634
Theology,Large,23.47664477240269,620,145.55519758889668
Theology,Large,29.02139129346467,620,179.93262601948095
Theology,Small,26.385831000442906,200,52.77166200088581
Theology,Large,19.49273718285787,620,120.85497053371878
Theology,Large,26.3929098394723,620,163.63604100472827
Theology,Large,13.26821246074047,620,82.26291725659091
Theology,Large,23.60921482780424,620,146.37713193238628
Theology,Large,24.668929469816533,620,152.9473627128625
Theology,Large,27.635573903615853,620,171.34055820241826
Theology,Large,22.340625225846402,620,138.5118764002477
Theology,Large,26.292913641536927,620,163.01606457752894
Theology,Large,32.845922047191614,620,203.644716692588
Theology,Large,24.330319594194957,620,150.84798148400873
Theology,Large,26.800249566118584,620,166.16154730993523
Theology,Large,25.264328999151807,620,156.63883979474122
Theology,Large,27.48494068053306,620,170.40663221930498
Theology,Large,18.104067214488243,620,112.2452167298271
Theology,Large,29.978185846443665,620,185.86475224795075
Theology,Large,29.994703655823887,620,185.9671626661081
Theology,Small,31.315763401285565,200,62.63152680257114
Theology,Large,31.48835889518479,620,195.2278251501457
Theology,Large,29.507816082650685,620,182.94845971243424
Theology,Large,25.958069526123726,620,160.94003106196712
Theology,Large,23.037200296536884,620,142.83064183852866
Theology,Small,27.839218276016553,200,55.678436552033105
Theology,Large,17.473276955381266,620,108.33431712336386
Theology,Large,29.105387940284135,620,180.45340522976161
Theology,Large,24.883240481409835,620,154.276090984741
Theology,Small,22.861245558376204,200,45.72249111675241
Theology,Large,30.83538540215707,620,191.1793894933738
Theology,Large,28.782207652984965,620,178.44968744850678
Theology,Large,22.625695044635147,620,140.2793092767379
Theology,Large,22.537056354354956,620,139.72974939700072
Theology,Large,18.05156478373533,620,111.91970165915905
Theology,Small,19.25143191958312,200,38.50286383916624
Theology,Large,20.40385108798973,620,126.50387674553633
Theology,Large,27.65182577335453,620,171.4413197947981
Theology,Large,31.829633179005526,620,197.34372570983427
Theology,Large,28.04862233859813,620,173.9014584993084
Theology,Large,27.34241298011507,620,169.52296047671345
Theology,Small,30.77056472289491,200,61.54112944578982
Theology,Large,27.92325184393079,620,173.1241614323709
Theology,Large,23.240206761750674,620,144.08928192285418
Theology,Large,33.9615849009584,620,210.56182638594206
Theology,Large,21.460727370183417,620,133.05650969513718
Theology,Large,20.7241687262333,620,128.48984610264648
Theology,Large,22.08498233277225,620,136.92689046318793
Theology,Large,23.107775492210564,620,143.2682080517055
Theology,Large,24.299458151121527,620,150.65664053695346
Theology,Large,24.0968944629277,620,149.40074567015174
Theology,Large,32.12853937672534,620,199.19694413569712
Theology,Large,25.792384836642164,620,159.91278598718142
Theology,Large,20.076458114179854,620,124.47404030791509
Theology,Large,28.527168724346122,620,176.86844609094598
Theology,Large,31.372528339738388,620,194.509675706378
Theology,Large,17.75167163493998,620,110.06036413662788
Theology,Large,17.829701688667118,620,110.54415046973614
Theology,Large,26.18458985786749,620,162.34445711877845
Theology,Large,20.093659938442467,620,124.5806916183433
Theology,Large,30.587629246086294,620,189.64330132573502
Theology,Large,25.0735981365083,620,155.45630844635144
